Episode,SPS
0,829.5696202531645
1,1240.5513161786453
2,1489.4545454545455
3,1709.867101508357
4,1305.416744475568
5,1580.966453071994
6,1648.7044025157234
7,1550.0014781966001
8,1304.60466562986
9,1732.4675753820736
10,1600.879389312977
11,1685.813504823151
12,1620.0478949401313
13,1431.503071672355
14,1277.5826987511423
15,1506.5747126436781
16,1600.879389312977
17,1709.867101508357
18,1799.3582153582154
19,1837.1896627244853
20,1757.1445328864684
21,1630.1220365332297
22,1536.3750915750916
23,1468.593837535014
24,1387.923229649239
25,1545.4325718496684
26,1942.706808707735
27,1112.2524529302573
28,1599.0484178421655
29,2021.3513253012047
30,1826.787456445993
31,1864.9639839928857
32,1723.21446179129
33,940.2160950459538
34,1052.5229611041404
35,1040.770223325062
36,1088.2989102231447
37,1123.5746048754354
38,1104.6362918093232
39,1525.2014545454545
40,689.3990795529257
41,577.409691629956
42,685.1198954590003
43,1595.3990110308102
44,1583.95166163142
45,1440.8464445207833
46,1749.813934084272
47,1940.0111008325625
48,1937.3228637413395
49,2255.0021505376344
50,1923.1104997707473
51,2008.766283524904
52,1633.2959501557632
53,2170.9648033126296
54,1692.6166263115415
55,2186.81126173097
56,1862.4795737122558
57,1952.655493482309
58,2174.3411093831
59,2326.291735995563
60,2015.5233061028352
61,2250.1630901287554
62,2003.0105062082139
63,972.9306425423335
64,1975.649552520019
65,2111.9355488418933
66,651.998134618374
67,640.2540070218288
68,481.550401836969
69,668.5215173732865
70,2088.796812749004
71,2019.4049109292248
72,2053.01223690651
73,2137.769622833843
74,2078.445986124876
75,486.35250463821893
76,1013.6065732237796
77,1328.9936628643852
78,1553.4459259259258
79,1763.7947855340622
80,1726.0510288065843
81,1740.3751037344398
82,330.9637812672611
83,534.2381862183162
84,436.04366358249297
85,973.8342233573253
86,900.8384879725086
87,1801.6769759450171
88,1756.4087102177555
89,1774.9911129919594
90,1764.5368111064367
91,1803.226139294927
92,1950.839069767442
93,1843.65010989011
94,2199.4252753015207
95,2018.4331087584217
96,2169.8416968442834
97,2059.0594010800196
98,1679.064851881505
99,1911.7155879671832
100,908.8416034669556
101,975.873429502094
102,1025.0009775171065
103,758.4636528028933
104,985.0408642555191
105,1616.9252120277563
106,1796.2758029978586
107,1893.5909706546274
108,1922.2291475710358
109,1235.4356406480117
110,1995.3872502378688
111,1320.2090022033365
112,1245.7095337095336
113,1381.068159367797
114,1652.6020488573681
115,2207.5284210526315
116,2064.1259842519685
117,2068.197238658777
118,2164.2435500515994
119,2269.6450216450216
120,1874.968261063925
121,2059.0594010800196
122,1533.566361974406
123,2030.1568247821879
124,1885.928057553957
125,1033.3343187977334
126,1384.2587458745875
127,1189.5360181508793
128,2129.0883248730966
129,1940.0111008325625
130,1984.0605487228004
131,2123.6982278481014
132,2043.01217730151
133,1938.2181146025878
134,2104.517812343201
135,2312.1852260198457
136,2240.5470085470088
137,2303.2970895112576
138,2235.769722814499
139,2554.3873325213153
140,1898.7342688999547
141,2218.034902168165
142,1900.4549161758043
143,2528.2121760096443
144,2325.0022172949
145,2402.2359679266897
146,2437.1319000581057
147,2411.9056929269696
148,2598.7013630731103
149,2595.4851485148515
150,1112.2524529302573
151,1550.0014781966001
152,1461.9393516904845
153,1529.6513493800146
154,1015.0784123910939
155,989.9230587679962
156,796.6389363722697
157,1277.971968312005
158,1378.3450542228065
159,1539.7591776798824
160,1428.0912495743955
161,1550.5744916820702
162,1577.3990221887927
163,1007.5195772279606
164,1237.6228976099144
165,1530.7678832116787
166,1564.455054084297
167,1571.4889471712252
168,1346.0539152759948
169,1670.3719633612106
170,1625.0693529639675
171,1716.163666121113
172,1710.5644371941273
173,1830.7743343518114
174,1989.707779886148
175,1336.19114367633
176,1333.6419713831478
177,432.17970118495623
178,606.9904486251809
179,815.0610182666148
180,998.6438095238095
181,1792.4376068376068
182,1800.90339201374
183,1967.3095684803002
184,1942.706808707735
185,1877.4861235452104
186,2198.272536687631
187,1972.8617121354657
188,2045.0043881033641
189,1940.0111008325625
190,2130.169629253428
191,2099.2512512512512
192,2012.6218809980805
193,2052.0078277886496
194,1985.939393939394
195,1632.6601790579991
196,2068.197238658777
197,1839.6070175438597
198,1817.2894280762564
199,2001.0992366412213
200,2080.5079365079364
201,2077.4165428429915
202,1239.451536643026
203,1175.2042588960494
204,1342.606914212548
205,538.4906920015407
206,1057.2987143937485
207,1771.991550485847
208,1157.0493793103449
209,1726.7616303005352
210,1874.130473637176
211,1596.0060882800608
212,2079.476450173525
213,2376.3762039660055
214,2186.81126173097
215,1958.125116713352
216,2066.15960591133
217,1866.623943035158
218,1928.415632183908
219,2407.752009184845
220,2262.2998921251346
221,2496.609523809524
222,2233.3887113951014
223,2223.915164369035
224,2248.9565683646115
225,1193.9379447765443
226,1410.3241425689307
227,904.919956850054
228,835.6851962542339
229,674.0003213883979
230,816.8070107108082
231,1055.4363361852038
232,1551.7217906030337
233,1597.8300952380953
234,1524.093023255814
235,1305.0105787181083
236,1384.2587458745875
237,1427.6051735874744
238,1408.9029224051058
239,1353.0012903225806
240,1264.1060880048221
241,675.7377154825198
242,1292.1454097350586
243,1608.2453987730062
244,1506.5747126436781
245,1069.9755102040817
246,453.5853790418514
247,520.7081315952825
248,714.1672058573131
249,1212.5770453888408
250,1746.1715237302249
251,1866.623943035158
252,2063.110673880964
253,1447.809458060062
254,1893.5909706546274
255,1997.287619047619
256,1924.8756310234053
257,1898.7342688999547
258,2104.517812343201
259,2068.197238658777
260,1963.625468164794
261,2041.0238442822385
262,2055.0240078392944
263,2082.573982125124
264,2075.3607125185554
265,2131.2520325203254
266,2225.0949602122014
267,2267.1913513513514
268,1418.9120433017592
269,472.9706811005864
270,760.664490388103
271,610.6134808560198
272,912.2018268812527
273,1061.0432582848468
274,1168.004455583403
275,1201.1179839633448
276,1405.597855227882
277,1772.7404902789517
278,1937.3228637413395
279,2056.0313725490196
280,2095.056943056943
281,2291.969398907104
282,2232.2001064395954
283,2148.72131147541
284,2555.94393662401
285,2275.802495930548
286,2289.467248908297
287,2534.322658610272
288,2487.7247924080666
289,2257.4294940796553
290,2613.2735202492213
291,2027.2131464475592
292,896.2188034188034
293,1738.2113551595523
294,1565.0388059701493
295,1881.697622252131
296,2511.5592814371257
297,2139.9510204081635
298,1546.0022115739034
299,2366.988713318284
300,1078.2272493573264
301,1196.3217341699942
302,1433.46001367054
303,977.0100163056138
304,1337.469387755102
305,1592.3705391040244
306,1618.1728395061727
307,1434.4404924760602
308,1462.4490934449093
309,1389.3024180192117
310,1415.5599055011812
311,1869.9527418635755
312,1522.433393829401
313,830.0621413021967
314,876.0033416875522
315,651.998134618374
316,899.6791076791077
317,874.3598082134667
318,779.0312035661218
319,1278.7512195121951
320,1309.9013116801998
321,1433.46001367054
322,1484.1840056617127
323,1374.7309078990495
324,1439.8571918983866
325,1407.0124119423012
326,1378.7981591058515
327,1112.2524529302573
328,1392.9936898040519
329,1438.3758573388202
330,1547.142751752121
331,1576.806015037594
332,1416.037812288994
333,1309.4923509210116
334,452.89968685887055
335,668.8413331207144
336,887.3078062195896
337,1227.1222937390287
338,1283.0541449984705
339,1352.1289490651193
340,1566.7926783713112
341,1255.7796407185629
342,1497.4309175294538
343,1577.992475545523
344,1629.4887334887335
345,1551.7217906030337
346,839.7005005005005
347,936.019638473555
348,942.5402247191012
349,1008.0038452295121
